,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
19700,20A2Xe76p9wxUFLbbzZjTM,Jim Croce,Photographs & Memories: His Greatest Hits,Time in a Bottle,37,148586,False,0.533,0.155,2,-16.837,1,0.0376,0.888,0.0,0.108,0.592,134.019,3,country
19701,42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Dan + Shay,Tequila,72,196746,False,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,4,country
19702,0BCy325UZyR9z0t0uxwn2N,Florida Georgia Line,Dig Your Roots,H.O.L.Y.,71,194186,False,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,4,country
19703,5cYFwgA5dHoqR3xGnlr9ew,Gabby Barrett;Charlie Puth,Goldmine,I Hope (feat. Charlie Puth),64,211605,False,0.563,0.576,6,-6.495,1,0.0401,0.171,0.0,0.158,0.412,75.019,4,country
19704,3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Dangerous: The Double Album,Wasted On You,83,178520,False,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,3,country
19705,11EX5yhxr9Ihl3IN1asrfK,Lady A,Need You Now,Need You Now,71,277573,False,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,4,country
19706,23T0OX7QOiIUFShSzbJ5Uo,Gabby Barrett,Goldmine,I Hope,74,210772,False,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,4,country
19707,2OXidlnDThZR3zf36k6DVL,Lady A,Own The Night,Just A Kiss,64,218840,False,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,4,country
19708,1QEEqeFIZktqIpPI4jSVSF,Boston,Boston,More Than a Feeling,79,285133,False,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4,country
19709,0LOgt6yDDGGBHSWvlKbdHo,Music Travel Love,"Covering the World, Vol. 3",You Are My Sunshine,58,210727,False,0.64,0.315,8,-9.422,1,0.0328,0.655,1.63e-06,0.108,0.584,152.06,4,country
19710,28n8z9IQKyjMPxmvYMBqZa,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,82,224426,False,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4,country
19711,2GpBrAoCwt48fxjgjlzMd4,Eagles,Hell Freezes Over (Remaster 2018),"Hotel California - Live On MTV, 1994",65,432040,False,0.55,0.49,2,-10.732,1,0.0572,0.368,9.96e-05,0.917,0.609,74.656,4,country
19712,70YvYr2hGlS01bKRIho1HM,ZZ Top,Tres Hombres (Expanded 2006 Remaster),La Grange - 2005 Remaster,77,230480,False,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4,country
19713,6IBcOGPsniK3Pso1wHIhew,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),Forever After All,79,232533,False,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,4,country
19714,0vzSAyinyA619ZbrOaAi04,Dan + Shay,Good Things,Steal My Love,66,162120,False,0.59,0.633,2,-5.452,1,0.0328,0.619,0.0,0.157,0.751,179.856,4,country
19715,6iblnklMzUKIXAtjk5lzIy,Brad Paisley;Alison Krauss,Mud On The Tires,Whiskey Lullaby (feat. Alison Krauss),63,259893,False,0.52,0.333,2,-11.508,1,0.0302,0.816,0.0,0.188,0.198,74.165,4,country
19716,0wQCiHAgUJdlBdRtdrnLFK,Riley Green,Riley Green EP,North On 21,44,207360,False,0.614,0.589,6,-8.38,1,0.0351,0.472,0.0,0.109,0.351,148.076,4,country
19717,7d0r2pZJOkZCkS1sVmx6Tc,Koe Wetzel,Harold Saul High,One and Only,46,227248,False,0.394,0.734,7,-5.364,1,0.0335,0.0113,0.0,0.139,0.371,153.891,4,country
19718,1ml3WGeluftee3DiSfyIGx,Gerry Rafferty,OK Boomers - Top Tunes,Right Down the Line,0,267773,False,0.783,0.322,0,-15.091,1,0.0343,0.215,0.00243,0.114,0.77,128.227,4,country
19719,59Yb6w8DywcHViQUsd85Go,Casey Donahew,Lost Days,Stockyards,46,184306,False,0.708,0.622,0,-8.154,1,0.0409,0.0104,0.0,0.0735,0.777,134.023,4,country
19720,1XjrpDJARnUJtL1wRUQMbI,Glen Campbell,Fiesta temática 60s,Christmas Is For Children,0,199200,False,0.32,0.288,7,-13.439,1,0.0291,0.363,0.00561,0.0943,0.181,77.762,4,country
19721,13JoLz1uqiif77Bs1tSKlh,Rotlaus,Her,Her,46,237386,False,0.62,0.724,7,-7.875,0,0.0262,0.104,0.000354,0.26,0.279,111.992,4,country
19722,5anbo4JjAPHa8UbEmRls05,Riley Green,If It Wasn't For Trucks (Big Machine Radio Release Special),Jesus And Wranglers,45,183560,False,0.579,0.754,4,-5.249,1,0.0261,0.00805,0.0,0.0803,0.734,124.036,4,country
19723,0cBKPAPnFdtBFjDpTYJeI7,Upchurch,King of Dixie,White Lightning,45,231232,True,0.792,0.577,7,-9.651,1,0.0952,0.0471,2.83e-06,0.167,0.541,139.99,4,country
19724,62Xi63NkcmRVIwE63AqZco,Tyler Braden,Country Car Hits,Try Losing One,0,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
19725,2D2Ls7ydktNls6Dy3lm0Za,Tyler Braden,Oklahoma Smokeshow - Breakout Country,Try Losing One,4,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
19726,0uG9Bqx2MzVF5k525wzaKS,Tyler Braden,New Country Hits,Try Losing One,0,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
19727,7sVNSNOadwp3fISfMoXUyc,Tyler Braden;American Song Contest,Easy Country,Seventeen,0,266933,False,0.401,0.656,8,-5.62,1,0.0315,0.117,2.02e-05,0.107,0.27,156.133,4,country
19728,5l3azn9twG7ayHoH0qAFGF,Tyler Braden,Burn Burn Burn - Hot Country Hits,Try Losing One,0,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
19729,7dpqyGseVaTFPXIsAQPyCg,George Thorogood & The Destroyers,Christmas Rock 2022,Rock And Roll Christmas,0,204720,False,0.348,0.981,11,-5.02,1,0.137,0.00479,0.0883,0.0905,0.704,182.456,4,country
19730,5kM8weDoNhadBDZyZ4tfq8,Michael Ray,Burn Burn Burn - Hot Country Hits,Time Marches On (The Bootlegger Sessions),0,162533,False,0.84,0.507,5,-7.251,0,0.0304,0.29,0.0,0.241,0.703,117.947,4,country
19731,5FcQcDHuwpzP70vhlCqVi2,Steppenwolf,Fiesta temática 60s,The Pusher,0,349826,False,0.508,0.47,0,-9.339,1,0.0262,0.201,0.0553,0.14,0.69,81.016,4,country
19732,2yeCrMf8koRuEWuRdo8SgX,Ashley McBryde,Cozy Country,A Little Dive Bar in Dahlonega,0,209080,False,0.651,0.479,1,-6.192,1,0.0447,0.426,0.0,0.151,0.575,145.979,4,country
19733,2xkoyfQ1hUuF8KmlT1hzfI,Ashley McBryde,Finest Country,First Thing I Reach For,0,194386,False,0.597,0.787,0,-5.464,1,0.0409,0.196,0.000362,0.239,0.886,157.98,4,country
19734,5z7GGdAezDWdJxBlAM4Hkf,Steppenwolf,On air 70's Hits,Hey Lawdy Mama - Single Version,0,178760,False,0.589,0.831,4,-12.373,1,0.0615,0.0195,2.41e-05,0.0635,0.511,98.813,4,country
19735,3HCcxZ6iz9HtoRRL0KgMlZ,Ashley McBryde,Easy Country,A Little Dive Bar in Dahlonega,0,209080,False,0.651,0.479,1,-6.192,1,0.0447,0.426,0.0,0.151,0.575,145.979,4,country
19736,6UBNNsbS3opjUenO8ZpErg,Ashley McBryde,Laidback Country,A Little Dive Bar in Dahlonega,0,209080,False,0.651,0.479,1,-6.192,1,0.0447,0.426,0.0,0.151,0.575,145.979,4,country
19737,5jQxNgMrDlbuYO6LQ3aY4Y,Lasse Stefanz,Greatest Hits,Du försvann som en vind,47,208120,False,0.633,0.696,7,-6.626,1,0.0296,0.0914,4.08e-05,0.266,0.714,112.992,4,country
19738,2yx3W98N7XWMCH6Q2CdbYn,Gunslingers,Bygdaslaur,Bygdaslaur,46,203307,False,0.576,0.793,7,-5.402,0,0.0481,0.288,0.0,0.188,0.438,144.936,4,country
19739,2N88n8i3WgXPzelcXpUhm1,Dr. Hook,On air 70's Hits,When You're In Love With A Beautiful Woman - Remastered 1996,0,177200,False,0.593,0.768,8,-10.459,1,0.0515,0.0535,0.0049,0.0476,0.874,110.41,4,country
19740,3bMh0f7p377DT6esXJoJa6,Ashley McBryde,Good Times Country,Styrofoam,0,175853,False,0.737,0.701,0,-6.013,1,0.0446,0.0495,1.11e-06,0.108,0.844,85.001,4,country
19741,3bav3x8ko6oQdqRV9r4WWm,Ashley McBryde,New Country,Martha Divine,0,217706,False,0.582,0.939,9,-4.868,0,0.0781,0.0069,0.00365,0.0732,0.594,136.871,4,country
19742,46DBOCyDDj0FFnWniwwNVW,Emmylou Harris,Country Holiday,Christmas Time's A-Coming,0,175400,False,0.715,0.404,11,-9.706,1,0.0262,0.583,0.0,0.115,0.709,104.438,4,country
19743,6TW8hTa1G41tVZ2RVEr9YI,Ashley McBryde,Never Leave - Country Magic,One Night Standards,0,190973,False,0.537,0.686,5,-5.022,1,0.0293,0.0287,0.00704,0.0988,0.611,78.051,4,country
19744,5Jq8ISsgnm2mPRqJi1swaZ,Steppenwolf,Обратно в клас - rock,Born To Be Wild - Single Version,1,216693,False,0.468,0.81,9,-8.33,1,0.0724,0.00169,0.0314,0.567,0.464,145.589,4,country
19745,6OfmhEOHcKhOUlh3vNE2zh,The Band,Home For Christmas 2022,Christmas Must Be Tonight - Remastered 2001,0,218666,False,0.668,0.665,7,-8.55,1,0.0267,0.0519,6.68e-05,0.109,0.766,128.619,4,country
19746,5u9yE5EPjKsuYItPZ1E0nH,The Band,70s Christmas Party,Christmas Must Be Tonight - Remastered 2001,0,218666,False,0.668,0.665,7,-8.55,1,0.0267,0.0519,6.68e-05,0.109,0.766,128.619,4,country
19747,6CqIPNIgAYmbOyPgVKv0u3,Emmylou Harris,Happy Country Christmas,Christmas Time's A-Coming,0,175400,False,0.715,0.404,11,-9.706,1,0.0262,0.583,0.0,0.115,0.709,104.438,4,country
19748,4FfJyCX8Dq3BcfOhFEL06K,The Band,A Very 70s Christmas,Christmas Must Be Tonight - Remastered 2001,0,218666,False,0.668,0.665,7,-8.55,1,0.0267,0.0519,6.68e-05,0.109,0.766,128.619,4,country
19749,6m3GKOLADaMvOT6iwT5FZ4,Joe Diffie,16 Biggest Hits,John Deere Green,45,271960,False,0.701,0.805,2,-5.584,1,0.0272,0.106,0.0,0.0581,0.696,130.406,4,country
19750,5nzZGxQGfIc117nKyCQV8G,Hannah Ellis;Nick Wayne,If the World Was Ending,If the World Was Ending,49,212000,False,0.492,0.399,1,-9.255,1,0.0653,0.771,0.0,0.189,0.637,133.416,3,country
19751,4w3tQBXhn5345eUXDGBWZG,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,77,162466,False,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,country
19752,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,Buffalo Springfield,For What It's Worth,78,153693,False,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4,country
19753,0OWZFobGSIW9GrSlQ9C5pc,Thomas Rhett,Life Changes,Marry Me,70,205453,False,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,4,country
19754,3xdjjKMcMOFgo1eQrfbogM,Darius Rucker,True Believers,Wagon Wheel,78,298373,False,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,4,country
19755,2lNTHWu2I5Tcz9ukWsV5Jj,Jordan Davis,Next Thing You Know,Next Thing You Know,75,175237,False,0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,4,country
19756,5bWZd1TOdlA1uOVhP6Vu0e,Emily Hackett;Will Anderson,Take My Hand (The Wedding Song) [feat. Will Anderson],Take My Hand (The Wedding Song) [feat. Will Anderson],53,238421,False,0.592,0.465,3,-10.008,1,0.0279,0.663,0.000776,0.0918,0.283,75.976,4,country
19757,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Steppenwolf,Born To Be Wild,73,210373,False,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,4,country
19758,0Q7Jp3aCwfYnSnbMDoXWyR,Shania Twain;Bryan White,Come On Over,From This Moment On,66,281533,False,0.305,0.323,7,-9.396,1,0.0284,0.483,0.0,0.107,0.103,135.803,4,country
19759,6S3JlDAGk3uu3NtZbPnuhS,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),Baby Blue - Remastered 2010,67,217346,False,0.623,0.876,11,-7.788,1,0.066,0.0189,0.0134,0.0728,0.515,124.431,4,country
19760,60hGQrn24APqEFSLObLeDc,Tim McGraw;Taylor Swift;Keith Urban,Two Lanes Of Freedom,Highway Don't Care,57,279066,False,0.477,0.79,2,-5.348,1,0.0394,0.0261,0.0,0.0841,0.505,157.797,4,country
19761,5ta8NyQiixodcCinI6jjS6,Florida Georgia Line,Life,Life,61,232464,False,0.485,0.663,7,-5.759,1,0.0338,0.0686,0.0,0.129,0.38,142.921,4,country
19762,7H7cWKQa3KpySFitL8bSkc,Don Williams,Portrait,Good Ole Boys Like Me,52,255880,False,0.658,0.325,9,-17.557,1,0.0282,0.712,0.00261,0.158,0.483,107.456,4,country
19763,6kTk6AOcnPguvs1nQ4vUWZ,Dan + Shay,Good Things,Good Things,63,148906,False,0.529,0.621,11,-6.018,1,0.0296,0.13,0.0,0.173,0.617,97.189,4,country
19764,30JEWgciN2BrDSe1uPR7bv,Morgan Evans,New Country Hits,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
19765,7wt7fEnJpsu9IRMadfc8Xm,Morgan Evans;Kelsea Ballerini,Cozy Country,Dance with Me,0,199501,False,0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.979,4,country
19766,72RD8jifCUa7JtwQNSzadN,Morgan Evans,Burn Burn Burn - Hot Country Hits,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
19767,3ZGT5qugV3L6AgB9DswiQp,Tyler Rich,Sad Country Songs,Trucks Don't Lie,2,209046,False,0.424,0.774,1,-4.35,1,0.0359,0.0573,8.54e-06,0.0854,0.346,76.888,4,country
19768,4mx87tH7mQjaTZSjxCHdi3,Morgan Evans,Finest Country,I Do,0,210663,False,0.509,0.761,7,-5.947,0,0.0441,0.122,0.0,0.137,0.71,176.054,4,country
19769,6pba9PrSRk9hfhtav9blTG,Morgan Evans,Country Car Hits,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
19770,4HEhS3sdZu5X2c7oLOEry1,Morgan Evans;Kelsea Ballerini,Laidback Country,Dance with Me,0,199501,False,0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.979,4,country
19771,1lcjqn3fCWAHdzOaDVnPj8,Morgan Evans,Country Road Songs,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
19772,5kEy0SfJDGNqp6OhZPxTq3,Morgan Evans,New Country,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
19773,4L9Ds4mpD3SuYoWwFUlv16,Florida Georgia Line,Can't Say I Ain't Country,Simple,73,185200,False,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,4,country
19774,0IKFxQz9YhhnibrGnGSeUw,Little River Band,On air 70's Hits,Reminiscing - Remastered,2,253080,False,0.362,0.466,7,-11.257,1,0.0403,0.65,0.00589,0.132,0.342,189.141,4,country
19775,6WuG5vCUiW5c4GTWIb9AI2,Parker McCollum,Gold Chain Cowboy (Special Edition),To Be Loved By You,43,199680,False,0.475,0.805,10,-4.456,1,0.0377,0.000453,0.0,0.143,0.488,145.976,4,country
19776,3PKmssVlLJD7uwIgbWdSPg,Morgan Evans,Hideaway - New Boots,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
19777,0eAJvOFndX8wqXSDhNmXgA,Morgan Evans,Never Leave - Country Magic,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
19778,0qJyBqYvqtVbPWtsDY3RYe,Morgan Evans;Kelsea Ballerini,Easy Country,Dance with Me,0,199501,False,0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.979,4,country
19779,22oERu0CP7nzYx7OcViO2l,Tyler Braden,Country Road Songs,Try Losing One,0,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
19780,7BmrtjHe3CSS0vN7XJt80Y,Upchurch,King of Dixie,Traveler,44,166272,True,0.786,0.599,4,-9.949,0,0.0602,0.454,6.95e-06,0.111,0.482,139.975,4,country
19781,4j8z6XqDYjY4bEldGBSMIT,Tyler Braden,Hideaway - New Boots,Try Losing One,0,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
19782,2vtwuaAGoDPlsLujnfTYEu,Steve Winwood,Mirando las nubes,Valerie,0,246333,False,0.679,0.766,9,-4.993,1,0.0291,0.32,0.015,0.111,0.679,116.269,4,country
19783,0bTbLiGCQdNfXpHYGkCfSV,Morgan Evans,Good Times Country,Song for the Summer,0,212596,False,0.606,0.817,9,-5.112,0,0.0327,0.0279,8.79e-05,0.228,0.645,124.072,4,country
19784,44l7z2oUGyC7YovlvLQ133,Gunslingers,Ein Skål Te,32-18,45,231794,False,0.646,0.836,10,-4.842,1,0.038,0.133,0.0,0.116,0.405,129.039,4,country
19785,4gYVXQS5DtRZD2oeBiAsZl,Tyler Braden,Never Leave - Country Magic,Try Losing One,0,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
19786,67JdxRxKgYprfdEpb3VqHb,Upchurch;Katie Noel;Chucky V,Parachute,Dance with the Devil (feat. Katie Noel & Chucky V),43,244947,True,0.711,0.813,4,-7.085,0,0.0535,0.0248,0.0,0.0941,0.347,159.92,4,country
19787,3jwcudvYIksoAjU0x6gagd,Steve Winwood,80s Bangers Vol. 2,Valerie,0,246333,False,0.679,0.766,9,-4.993,1,0.0291,0.32,0.015,0.111,0.679,116.269,4,country
19788,5WSej8avliNGF113FGCDJL,Koe Wetzel,Sellout,Outcast,44,241005,False,0.511,0.347,1,-8.729,0,0.025,0.726,0.00105,0.375,0.0514,95.088,4,country
19789,2zIXd7qeMY696KKiJrk6r2,Upchurch,King of Dixie,Tunnel Vision,44,150218,True,0.773,0.516,10,-10.011,1,0.0613,0.457,0.0,0.278,0.358,138.944,4,country
19790,5hwySzV76a0LyYExMoK5tq,BEIST;Stjørna Heimbrentslag,Kongen av campen,Kongen av campen,45,162013,False,0.65,0.844,2,-7.664,1,0.116,0.418,0.0,0.291,0.341,152.993,4,country
19791,0HLZjlJQj7msam8bnAfDLn,Salebarbes,Gin à l'eau salée,Good Lord,45,188251,False,0.54,0.932,7,-5.488,1,0.0551,0.0427,0.0,0.337,0.905,151.923,4,country
19792,5dxgUzUSEMddBRjMZk6bj4,Lasse Stefanz,Road Trip,Huaröd,45,151484,False,0.647,0.813,9,-5.076,1,0.0758,0.135,0.0,0.173,0.826,153.994,4,country
19793,05UpLy7Xd3eH6ZqHK125YZ,Rotlaus,På vei,Syng mej en song,45,220800,False,0.549,0.872,4,-4.892,0,0.0332,0.00262,0.0,0.302,0.66,130.953,4,country
19794,1AWrnfNUdUDoJ2qqOGyJWt,Tyler Braden;American Song Contest,Laidback Country,Seventeen,0,266933,False,0.401,0.656,8,-5.62,1,0.0315,0.117,2.02e-05,0.107,0.27,156.133,4,country
19795,64xp2l0AuDU8HkTvjuH50K,Tomgang,Hjortefall,Hjortefall,45,224260,False,0.538,0.646,9,-7.093,1,0.0423,0.0805,0.00671,0.0887,0.459,160.129,4,country
19796,3dAiWRwZXd8pEOhItkkZXb,Bachman-Turner Overdrive,Fiesta temática 70s,Hey You,0,210893,False,0.491,0.849,9,-5.188,1,0.0309,0.0526,0.0094,0.274,0.932,118.161,4,country
19797,3WBJcwnBI1eocuhkwTz8dg,Bachman-Turner Overdrive,On air 70's Hits,Takin' Care Of Business,0,291733,False,0.728,0.919,10,-5.751,1,0.0494,0.0495,0.0,0.152,0.963,130.22,4,country
19798,25GlfPUk2HGcaomdxFSktV,Three Dog Night,Fiesta temática 70s,An Old Fashioned Love Song - Single Version,0,226600,False,0.456,0.555,10,-10.615,1,0.0369,0.508,0.0194,0.106,0.776,101.31,4,country
19799,2Bhq7YTxIZgkdbmRC1tZSZ,Three Dog Night,On air 70's Hits,An Old Fashioned Love Song - Single Version,0,226600,False,0.456,0.555,10,-10.615,1,0.0369,0.508,0.0194,0.106,0.776,101.31,4,country
19800,18q0I5Mz5TbxMf4cWSKql9,Rascal Flatts,Twenty Years Of Rascal Flatts - The Greatest Hits,Bless The Broken Road,36,226693,False,0.588,0.448,0,-6.37,1,0.0265,0.668,1.37e-05,0.156,0.362,135.962,4,country
19801,3D8dwH690MXQRhtIZTSS9c,John Denver,John Denver's Greatest Hits,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",62,245533,False,0.406,0.188,7,-13.039,1,0.0324,0.852,0.0,0.105,0.629,120.757,4,country
19802,7k6tAZp4m93oswrPqSfBbc,Thomas Rhett;Kane Brown;Ava Max,SCOOB! The Album,On Me (feat. Ava Max),60,164683,False,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,4,country
19803,4Qum1kECNQrpREev5fvAQ4,Mitchell Tenpenny,Truth About You,Truth About You,66,203036,False,0.492,0.708,10,-4.639,1,0.0334,0.0975,0.0,0.12,0.697,161.989,4,country
19804,77Bt2DXJE1R1qsnm4D10Ox,Seaforth,Breakups,Breakups,59,223129,False,0.531,0.552,1,-5.945,1,0.0309,0.436,0.0,0.0786,0.328,74.931,3,country
19805,4rQSLX4qMiUWL81hEQOuPY,Randy Travis,Top 10,"Forever and Ever, Amen",63,212586,False,0.701,0.68,2,-8.492,1,0.0264,0.303,1.51e-05,0.159,0.704,90.607,4,country
19806,4pMRIhO6qGmtEIBurzIutp,Restless Road;Kane Brown,Restless Road - EP,Take Me Home (with Kane Brown),57,201749,False,0.397,0.508,9,-7.305,1,0.0384,0.443,0.0,0.135,0.323,89.862,4,country
19807,60RFlt48hm0l4Fu0JoccOl,Ingrid Andress,Lady Like,More Hearts Than Mine,68,214786,False,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,4,country
19808,5ovVcYo2MvjVydFwFyaaqy,Dan + Shay,I Should Probably Go To Bed,I Should Probably Go To Bed,67,171826,False,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,4,country
19809,7zVCrzzEJU7u24sbJPXA5W,Kane Brown;Lauren Alaina,Kane Brown,What Ifs (feat. Lauren Alaina),72,188253,False,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,4,country
19810,4Z6wHGFWv1uxPGxuthqQav,Eddie Rabbitt,Variations,The Room at the Top of the Stairs - 2008 Version,44,219066,False,0.772,0.412,4,-11.682,1,0.0305,0.378,0.000199,0.184,0.605,108.352,4,country
19811,11qh54D0PKkBwelpDxxiEU,Little Big Town,Pain Killer,Girl Crush,70,193320,False,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,3,country
19812,50CjXiDFzVBVvwNv0LxAm3,Don Williams,Reflections,Sing Me Back Home,45,238990,False,0.738,0.417,4,-11.77,1,0.0261,0.392,0.00196,0.186,0.639,110.001,4,country
19813,6TgA7gRbih1UvQGRWWBsdS,Don Williams,Country Classics,Shot Full Of Love,36,169973,False,0.666,0.252,2,-17.614,1,0.0264,0.548,0.0221,0.113,0.547,94.111,4,country
19814,5sq5LFHInGYFrzNPhdO1Ol,Don Williams,Expressions,Lay Down Beside Me,50,174346,False,0.496,0.196,7,-16.85,1,0.0284,0.631,0.0473,0.102,0.207,102.942,3,country
19815,0JkIre0YxNmKGMU5V7ZiDx,Kenny Rogers,Kenny,Coward Of The County,64,258733,False,0.652,0.433,7,-12.843,1,0.0588,0.134,7.37e-06,0.146,0.675,91.471,4,country
19816,4mnOVRRXsaqg9Nb041xR8u,Dolly Parton;Kenny Rogers,Dolly,Islands in the Stream,67,249360,False,0.592,0.473,8,-9.834,1,0.0354,0.681,0.0,0.0732,0.741,203.989,4,country
19817,3AhXZa8sUQht0UEdBJgpGc,Bob Dylan,Highway 61 Revisited,Like a Rolling Stone,70,369600,False,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,4,country
19818,6rGkeKNrpmTOHNsgiKU429,Tyler Childers,Bottles and Bibles,The Harvest,44,184520,False,0.588,0.163,7,-13.481,1,0.0341,0.936,0.0,0.115,0.559,73.303,4,country
19819,064SVQsmWl5EF0zahmzkQk,The Bellamy Brothers,Bellamy Brothers,Let Your Love Flow,70,198760,False,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,4,country
19820,1zEvVF0TuZ25UHnzAutUuX,Mini Thin,City Bitch,City Bitch,43,205387,True,0.791,0.606,7,-12.038,1,0.296,0.0706,0.0,0.33,0.799,134.979,4,country
19821,5D2cMPwNY9Ftb7vqInLLQK,Zach Bryan,Highway Boys,From Austin,43,207453,False,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,4,country
19822,5KPjrk4LADrGKL2PSSU1lS,RaeLynn,Finest Country,Lonely Call,0,224106,False,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.926,4,country
19823,2MXE5cIWke4AVIrXpr9Fg5,Cody Johnson,Cowboy Like Me,Holes,42,220533,False,0.47,0.572,8,-5.707,1,0.0283,0.0574,0.0,0.0902,0.422,131.962,4,country
19824,3XN9MFTsoo6v3sz1eWalfo,Upchurch,Parachute,Wake Me Up,42,250450,False,0.67,0.575,8,-8.624,1,0.0423,0.0441,0.0,0.231,0.135,124.988,4,country
19825,1mwBcXok4MlLEzU8u8ZEhh,RaeLynn,Single Saturday Night - Country Songs,Lonely Call,0,224106,False,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.926,4,country
19826,0iHjqIQdw2IMhD5j23gci7,Upchurch,King of Dixie,Legend,44,221866,True,0.909,0.77,5,-8.364,0,0.271,0.115,0.0,0.106,0.757,146.985,4,country
19827,7KFDQGhs0YtDCjmoayP48I,Riley Green,Bury Me In Dixie,Trouble With You,42,168673,False,0.764,0.646,6,-6.919,1,0.0403,0.254,0.0,0.113,0.434,96.041,4,country
19828,0mYUlkqXRLYYfiIMEYRuf9,RaeLynn,Country Road Songs,Tailgate,0,182289,False,0.608,0.755,1,-5.156,0,0.114,0.0525,0.0,0.0998,0.75,176.046,4,country
